0.0005 	WARNING 	Monitor specification not found. Creating a temporary one...
99.1880 	EXP 	experience sampling probe
99.2044 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.2044 	EXP 	experience sampling probe
99.2214 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.2214 	EXP 	experience sampling probe
99.2379 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.2379 	EXP 	experience sampling probe
99.2545 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.2545 	EXP 	experience sampling probe
99.2712 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.2712 	EXP 	experience sampling probe
99.2878 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.2878 	EXP 	experience sampling probe
99.3045 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.3045 	EXP 	experience sampling probe
99.3210 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.3210 	EXP 	experience sampling probe
99.3380 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.3380 	EXP 	experience sampling probe
99.3547 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.3547 	EXP 	experience sampling probe
99.3712 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.3712 	EXP 	experience sampling probe
99.3879 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.3879 	EXP 	experience sampling probe
99.4045 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.4045 	EXP 	experience sampling probe
99.4209 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.4209 	EXP 	experience sampling probe
99.4377 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.4377 	EXP 	experience sampling probe
99.4498 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.4498 	EXP 	experience sampling probe
99.4603 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.4603 	EXP 	experience sampling probe
99.4742 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.4742 	EXP 	experience sampling probe
99.4906 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.4906 	EXP 	experience sampling probe
99.5072 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.5072 	EXP 	experience sampling probe
99.5239 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.5239 	EXP 	experience sampling probe
99.5406 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.5406 	EXP 	experience sampling probe
99.5575 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.5575 	EXP 	experience sampling probe
99.5648 	DATA 	Keypress: 4
99.5738 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.5738 	EXP 	experience sampling probe
99.5904 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.5904 	EXP 	experience sampling probe
99.6073 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.6073 	EXP 	experience sampling probe
99.6238 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.6238 	EXP 	experience sampling probe
99.6403 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.6403 	EXP 	experience sampling probe
99.6573 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.6573 	EXP 	experience sampling probe
99.6740 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.6740 	EXP 	experience sampling probe
99.6907 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.6907 	EXP 	experience sampling probe
99.7073 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.7073 	EXP 	experience sampling probe
99.7239 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.7239 	EXP 	experience sampling probe
99.7405 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.7405 	EXP 	experience sampling probe
99.7569 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.7569 	EXP 	experience sampling probe
99.7739 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.7739 	EXP 	experience sampling probe
99.7906 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.7906 	EXP 	experience sampling probe
99.8072 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.8072 	EXP 	experience sampling probe
99.8241 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.8241 	EXP 	experience sampling probe
99.8406 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.8406 	EXP 	experience sampling probe
99.8573 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.8573 	EXP 	experience sampling probe
99.8738 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.8738 	EXP 	experience sampling probe
99.8901 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.8901 	EXP 	experience sampling probe
99.9073 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.9073 	EXP 	experience sampling probe
99.9241 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.9241 	EXP 	experience sampling probe
99.9405 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.9405 	EXP 	experience sampling probe
99.9572 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.9572 	EXP 	experience sampling probe
99.9736 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.9736 	EXP 	experience sampling probe
99.9906 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
99.9906 	EXP 	experience sampling probe
100.0072 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.0072 	EXP 	experience sampling probe
100.0239 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.0239 	EXP 	experience sampling probe
100.0403 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.0403 	EXP 	experience sampling probe
100.0572 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.0572 	EXP 	experience sampling probe
100.0741 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.0741 	EXP 	experience sampling probe
100.0902 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.0902 	EXP 	experience sampling probe
100.0976 	DATA 	Keypress: 4
100.1074 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.1074 	EXP 	experience sampling probe
100.1239 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.1239 	EXP 	experience sampling probe
100.1405 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.1405 	EXP 	experience sampling probe
100.1571 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.1571 	EXP 	experience sampling probe
100.1739 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.1739 	EXP 	experience sampling probe
100.1905 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.1905 	EXP 	experience sampling probe
100.2074 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.2074 	EXP 	experience sampling probe
100.2232 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.2232 	EXP 	experience sampling probe
100.2406 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.2406 	EXP 	experience sampling probe
100.2572 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.2572 	EXP 	experience sampling probe
100.2736 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.2736 	EXP 	experience sampling probe
100.2904 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.2904 	EXP 	experience sampling probe
100.3074 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.3074 	EXP 	experience sampling probe
100.3240 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.3240 	EXP 	experience sampling probe
100.3407 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.3407 	EXP 	experience sampling probe
100.3572 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.3572 	EXP 	experience sampling probe
100.3740 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.3740 	EXP 	experience sampling probe
100.3904 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.3904 	EXP 	experience sampling probe
100.4071 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.4071 	EXP 	experience sampling probe
100.4233 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.4233 	EXP 	experience sampling probe
100.4409 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.4409 	EXP 	experience sampling probe
100.4574 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.4574 	EXP 	experience sampling probe
100.4742 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.4742 	EXP 	experience sampling probe
100.4907 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.4907 	EXP 	experience sampling probe
100.5073 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.5073 	EXP 	experience sampling probe
100.5242 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.5242 	EXP 	experience sampling probe
100.5403 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.5403 	EXP 	experience sampling probe
100.5691 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.5691 	EXP 	experience sampling probe
100.5913 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.5913 	EXP 	experience sampling probe
100.6083 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.6083 	EXP 	experience sampling probe
100.6240 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.6240 	EXP 	experience sampling probe
100.6406 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.6406 	EXP 	experience sampling probe
100.6573 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.6573 	EXP 	experience sampling probe
100.6736 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.6736 	EXP 	experience sampling probe
100.6907 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.6907 	EXP 	experience sampling probe
100.7073 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.7073 	EXP 	experience sampling probe
100.7243 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.7243 	EXP 	experience sampling probe
100.7406 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.7406 	EXP 	experience sampling probe
100.7575 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.7575 	EXP 	experience sampling probe
100.7740 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.7740 	EXP 	experience sampling probe
100.7906 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.7906 	EXP 	experience sampling probe
100.8072 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.8072 	EXP 	experience sampling probe
100.8239 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.8239 	EXP 	experience sampling probe
100.8408 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.8408 	EXP 	experience sampling probe
100.8574 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.8574 	EXP 	experience sampling probe
100.8742 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.8742 	EXP 	experience sampling probe
100.8908 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.8908 	EXP 	experience sampling probe
100.9072 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.9072 	EXP 	experience sampling probe
100.9241 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.9241 	EXP 	experience sampling probe
100.9404 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.9404 	EXP 	experience sampling probe
100.9572 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.9572 	EXP 	experience sampling probe
100.9743 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.9743 	EXP 	experience sampling probe
100.9907 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
100.9907 	EXP 	experience sampling probe
101.0075 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.0075 	EXP 	experience sampling probe
101.0240 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.0240 	EXP 	experience sampling probe
101.0407 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.0407 	EXP 	experience sampling probe
101.0570 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.0570 	EXP 	experience sampling probe
101.0741 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.0741 	EXP 	experience sampling probe
101.0910 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.0910 	EXP 	experience sampling probe
101.1074 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.1074 	EXP 	experience sampling probe
101.1155 	DATA 	Keypress: 4
101.1239 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.1239 	EXP 	experience sampling probe
101.1407 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.1407 	EXP 	experience sampling probe
101.1574 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.1574 	EXP 	experience sampling probe
101.1737 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.1737 	EXP 	experience sampling probe
101.1907 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.1907 	EXP 	experience sampling probe
101.2073 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.2073 	EXP 	experience sampling probe
101.2240 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.2240 	EXP 	experience sampling probe
101.2391 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.2391 	EXP 	experience sampling probe
101.2575 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.2575 	EXP 	experience sampling probe
101.2741 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.2741 	EXP 	experience sampling probe
101.2907 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.2907 	EXP 	experience sampling probe
101.3074 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.3074 	EXP 	experience sampling probe
101.3236 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.3236 	EXP 	experience sampling probe
101.3408 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.3408 	EXP 	experience sampling probe
101.3574 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.3574 	EXP 	experience sampling probe
101.3740 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.3740 	EXP 	experience sampling probe
101.3907 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.3907 	EXP 	experience sampling probe
101.4073 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.4073 	EXP 	experience sampling probe
101.4240 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.4240 	EXP 	experience sampling probe
101.4408 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.4408 	EXP 	experience sampling probe
101.4572 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.4572 	EXP 	experience sampling probe
101.4741 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.4741 	EXP 	experience sampling probe
101.4909 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.4909 	EXP 	experience sampling probe
101.5074 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.5074 	EXP 	experience sampling probe
101.5240 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.5240 	EXP 	experience sampling probe
101.5408 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.5408 	EXP 	experience sampling probe
101.5569 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.5569 	EXP 	experience sampling probe
101.5742 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.5742 	EXP 	experience sampling probe
101.5906 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.5906 	EXP 	experience sampling probe
101.6072 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.6072 	EXP 	experience sampling probe
101.6241 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.6241 	EXP 	experience sampling probe
101.6406 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.6406 	EXP 	experience sampling probe
101.6575 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.6575 	EXP 	experience sampling probe
101.6739 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.6739 	EXP 	experience sampling probe
101.6907 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.6907 	EXP 	experience sampling probe
101.7072 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.7072 	EXP 	experience sampling probe
101.7240 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.7240 	EXP 	experience sampling probe
101.7409 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.7409 	EXP 	experience sampling probe
101.7572 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.7572 	EXP 	experience sampling probe
101.7739 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.7739 	EXP 	experience sampling probe
101.7907 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.7907 	EXP 	experience sampling probe
101.8072 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.8072 	EXP 	experience sampling probe
101.8241 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.8241 	EXP 	experience sampling probe
101.8405 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.8405 	EXP 	experience sampling probe
101.8574 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.8574 	EXP 	experience sampling probe
101.8741 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.8741 	EXP 	experience sampling probe
101.8908 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.8908 	EXP 	experience sampling probe
101.9075 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.9075 	EXP 	experience sampling probe
101.9240 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.9240 	EXP 	experience sampling probe
101.9405 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.9405 	EXP 	experience sampling probe
101.9573 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.9573 	EXP 	experience sampling probe
101.9737 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.9737 	EXP 	experience sampling probe
101.9906 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
101.9906 	EXP 	experience sampling probe
102.0074 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.0074 	EXP 	experience sampling probe
102.0240 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.0240 	EXP 	experience sampling probe
102.0406 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.0406 	EXP 	experience sampling probe
102.0574 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.0574 	EXP 	experience sampling probe
102.0738 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.0738 	EXP 	experience sampling probe
102.0907 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.0907 	EXP 	experience sampling probe
102.1071 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.1071 	EXP 	experience sampling probe
102.1242 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.1242 	EXP 	experience sampling probe
102.1405 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.1405 	EXP 	experience sampling probe
102.1572 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.1572 	EXP 	experience sampling probe
102.1740 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.1740 	EXP 	experience sampling probe
102.1906 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.1906 	EXP 	experience sampling probe
102.2074 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.2074 	EXP 	experience sampling probe
102.2239 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.2239 	EXP 	experience sampling probe
102.2404 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.2404 	EXP 	experience sampling probe
102.2576 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.2576 	EXP 	experience sampling probe
102.2739 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.2739 	EXP 	experience sampling probe
102.2908 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.2908 	EXP 	experience sampling probe
102.3073 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.3073 	EXP 	experience sampling probe
102.3239 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.3239 	EXP 	experience sampling probe
102.3406 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.3406 	EXP 	experience sampling probe
102.3569 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.3569 	EXP 	experience sampling probe
102.3737 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.3737 	EXP 	experience sampling probe
102.3908 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.3908 	EXP 	experience sampling probe
102.4072 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.4072 	EXP 	experience sampling probe
102.4242 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.4242 	EXP 	experience sampling probe
102.4406 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.4406 	EXP 	experience sampling probe
102.4423 	DATA 	RatingScale unnamed RatingScale: (timed out: 6.000s) rating=6.399999999999995
102.4577 	EXP 	unnamed TextStim: text = 'My thoughts involved future events.'
102.4577 	EXP 	experience sampling probe
102.4587 	EXP 	window1: mouseVisible = False
102.4784 	EXP 	Created unnamed RatingScale = RatingScale(__class__=type(...), acceptKeys=['3'], acceptPreText=UNKNOWN, acceptSize=UNKNOWN, acceptText=UNKNOWN, autoLog=True, choices=False, colorSpace=UNKNOWN, depth=0, disappear=True, flipVert=False, high=10, kwargs=UNKNOWN, labels=list(...), leftKeys=['2'], lineColor='#3355FF', low=0, marker=ShapeStim(...), markerColor='red', markerExpansion=UNKNOWN, markerStart=5.0, maxTime=6.0, minTime=0.4, mouseOnly=False, name='unnamed RatingScale', noMouse=True, pos=[0.0, -0.4], precision=10, respKeys=[], rightKeys=['4'], scale=None, self=UNKNOWN, showAccept=False, showValue=False, singleClick=False, size=0.6, skipKeys=['tab'], stretch=2.5, textColor='black', textFont='Helvetica Bold', textSize=0.09000000000000001, tickHeight=1, tickMarks=10.0, win=Window(...))
102.4833 	EXP 	unnamed RatingScale: flipVert = False
102.4833 	EXP 	unnamed RatingScale: autoLog = True
102.4833 	EXP 	fixation cross
105.3461 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.3461 	EXP 	experience sampling probe
105.3545 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.3545 	EXP 	experience sampling probe
105.3678 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.3678 	EXP 	experience sampling probe
105.3809 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.3809 	EXP 	experience sampling probe
105.3936 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.3936 	EXP 	experience sampling probe
105.4101 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.4101 	EXP 	experience sampling probe
105.4270 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.4270 	EXP 	experience sampling probe
105.4436 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.4436 	EXP 	experience sampling probe
105.4603 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.4603 	EXP 	experience sampling probe
105.4769 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.4769 	EXP 	experience sampling probe
105.4934 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.4934 	EXP 	experience sampling probe
105.5102 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.5102 	EXP 	experience sampling probe
105.5269 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.5269 	EXP 	experience sampling probe
105.5437 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.5437 	EXP 	experience sampling probe
105.5604 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.5604 	EXP 	experience sampling probe
105.5770 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.5770 	EXP 	experience sampling probe
105.5934 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.5934 	EXP 	experience sampling probe
105.6104 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.6104 	EXP 	experience sampling probe
105.6266 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.6266 	EXP 	experience sampling probe
105.6436 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.6436 	EXP 	experience sampling probe
105.6602 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.6602 	EXP 	experience sampling probe
105.6770 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.6770 	EXP 	experience sampling probe
105.6937 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.6937 	EXP 	experience sampling probe
105.7102 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.7102 	EXP 	experience sampling probe
105.7270 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.7270 	EXP 	experience sampling probe
105.7436 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.7436 	EXP 	experience sampling probe
105.7603 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.7603 	EXP 	experience sampling probe
105.7769 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.7769 	EXP 	experience sampling probe
105.7935 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.7935 	EXP 	experience sampling probe
105.8105 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.8105 	EXP 	experience sampling probe
105.8271 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.8271 	EXP 	experience sampling probe
105.8437 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.8437 	EXP 	experience sampling probe
105.8603 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.8603 	EXP 	experience sampling probe
105.8772 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.8772 	EXP 	experience sampling probe
105.8937 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.8937 	EXP 	experience sampling probe
105.9101 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.9101 	EXP 	experience sampling probe
105.9267 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.9267 	EXP 	experience sampling probe
105.9437 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.9437 	EXP 	experience sampling probe
105.9604 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.9604 	EXP 	experience sampling probe
105.9771 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.9771 	EXP 	experience sampling probe
105.9937 	EXP 	unnamed TextStim: text = 'I was thinking about solutions to problems (or goals).'
105.9937 	EXP 	experience sampling probe
